,0__sum_values,0__median,0__mean,0__length,0__standard_deviation,0__variance,0__maximum,0__minimum,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Defects
201,167.38179999999997,0.9999,11.158786666666664,15.0,25.292402583776457,639.705628459822,93.0,-0.4202,0,14,677297,677417,812,93,120,60260,51,93,1358,1,0,70,0.0,0.5167,0.1167,0.0103,0.1505,1.0,1.0,2.9096,1.1461,2.0792,0.8833,-0.4202,0.9999,6
202,170.3858,1.0,11.359053333333332,15.0,22.849629524666014,522.1055694144889,86.0,-0.6096,10,42,697885,698089,2904,197,207,145129,22,86,1358,1,0,70,0.0147,0.5551,0.1569,0.0236,0.1624,0.9855,1.0,3.463,1.5051,2.3096,0.8431,-0.6096,1.0,6
203,164.44240000000002,1.0,10.962826666666668,15.0,21.963690537505048,482.40370202728883,84.0,-0.5644,10,32,718425,718521,964,106,103,53750,29,84,1356,1,0,70,0.0148,0.5436,0.2292,0.0162,0.2076,0.932,1.0,2.9841,1.3424,1.9823,0.7708,-0.5644,1.0,6
204,169.34709999999998,0.9996,11.289806666666665,15.0,21.697758183046364,470.79271016995546,78.0,-0.5274,8,31,751592,751656,521,61,67,31515,43,78,1358,1,0,70,0.0118,0.6461,0.3594,0.0169,0.3771,0.9552,1.0,2.7168,1.3617,1.8062,0.6406,-0.5274,0.9996,6
205,711.3353000000001,1.0,47.42235333333334,15.0,83.0795743141146,6902.215668214489,250.0,-0.0828,216,250,763872,763947,938,117,94,110127,102,133,1356,1,0,70,0.3186,0.6322,0.4533,0.0251,0.2906,0.7979,1.0,2.9722,1.5315,1.8751,0.5467,-0.0828,1.0,6
206,414.9447,1.0,27.66298,15.0,50.10180440825393,2510.1908049629333,148.0,-0.1328,34,139,776120,776424,4315,470,380,479002,82,148,1354,1,0,70,0.0502,0.8648,0.3454,0.0776,0.2234,0.8,1.0,3.635,2.0212,2.4829,0.6546,-0.1328,1.0,6
207,713.3240999999999,1.0,47.554939999999995,15.0,84.01849069178998,7059.1067781264,249.0,-0.1285,226,249,791161,791249,995,70,90,110993,95,133,1354,1,0,70,0.3338,0.5084,0.2614,0.017,0.3286,0.9778,1.0,2.9978,1.3617,1.9445,0.7386,-0.1285,1.0,6
208,598.404,0.9917,39.8936,15.0,67.77188399008347,4593.0282595653325,194.0,-0.1561,174,194,802771,802822,585,101,56,63194,96,125,1352,1,0,70,0.2574,0.4265,0.3922,0.0148,0.198,0.9107,1.0,2.7672,1.301,1.7076,0.6078,-0.1561,0.9917,6
209,198.98059999999995,0.9054,13.265373333333331,15.0,28.59986244257051,817.9521317339554,108.0,-0.3475,0,37,814236,814627,7292,466,536,608995,43,108,1352,1,0,70,0.0,0.496,0.0946,0.0274,0.0794,0.7295,1.0,3.8628,1.5682,2.5922,0.9054,-0.3475,1.0,6
210,157.4854,1.0,10.499026666666667,15.0,21.507057360425257,462.5535163046223,79.0,-0.5282,2,27,830707,830795,1014,96,102,61231,40,79,1356,1,0,70,0.003,0.5391,0.2841,0.0184,0.2604,0.8627,1.0,3.0060000000000002,1.3979,1.9445,0.7159,-0.5282,1.0,6
211,594.5452999999998,1.0,39.63635333333332,15.0,66.77019873575203,4458.259439211823,193.0,-0.113,161,193,851460,851553,1784,90,99,202537,95,135,1354,1,0,70,0.2378,0.4005,0.3441,0.0236,0.3556,0.9394,1.0,3.2514,1.5051,1.9685,0.6559,-0.113,1.0,6
212,491.5265,0.9963,32.768433333333334,15.0,53.828502418584485,2897.507672627556,143.0,-0.1819,123,143,874488,874545,573,67,62,60005,90,126,1354,1,0,70,0.1817,0.4974,0.3509,0.0148,0.2985,0.9194,1.0,2.7582,1.301,1.7559,0.6491,-0.1819,0.9963,6
213,394.594,1.0,26.306266666666666,15.0,44.041830446393675,1939.6828290688889,133.0,-0.1407,65,104,896899,897032,2875,202,161,316233,82,133,1352,1,0,70,0.0962,0.4457,0.2932,0.0289,0.1931,0.8261,1.0,3.4586,1.5911,2.1239,0.7068,-0.1407,1.0,6
214,238.1566,1.0,15.877106666666666,15.0,28.567681965826736,816.1124529006222,101.0,-0.3758,27,56,908862,908986,2483,107,129,198389,44,101,1354,1,0,70,0.0399,0.3095,0.2339,0.0214,0.271,0.9612,1.0,3.395,1.4624,2.0934,0.7661,-0.3758,1.0,6
215,765.7923999999999,0.9984,51.05282666666666,15.0,91.11521537356585,8301.98247257129,275.0,-0.0785,244,275,923170,923211,709,84,55,83627,105,132,1352,1,0,70,0.3609,0.4422,0.7561,0.0229,0.369,0.7455,1.0,2.8507,1.4914,1.6128,0.2439,-0.0785,0.9984,6
216,538.7947,0.9999,35.91964666666667,15.0,59.800310148525334,3576.077093859822,164.0,-0.1725,144,164,936743,936828,1148,85,94,121595,89,132,1354,1,0,70,0.2127,0.3247,0.2353,0.0148,0.2353,0.9043,1.0,3.0599,1.301,1.9294,0.7647,-0.1725,0.9999,6
217,535.0346999999999,1.0,35.66898,15.0,60.71757009040244,3686.6233176829332,184.0,-0.2498,138,184,949306,949493,3811,235,230,365943,78,124,1358,1,0,70,0.2032,0.557,0.24600000000000002,0.0339,0.1957,0.813,1.0,3.5810000000000004,1.6628,2.2718,0.754,-0.2498,1.0,6
218,374.1277000000001,0.9974,24.941846666666674,15.0,41.06281390685683,1686.154685949155,117.0,-0.191,66,92,961682,961728,613,95,77,63480,90,117,1356,1,0,70,0.0974,0.4875,0.5652,0.0192,0.2737,0.5974,1.0,2.7875,1.415,1.6628,0.4348,-0.191,0.9974,6
219,603.4443999999999,0.9857,40.229626666666654,15.0,66.85737638571096,4469.908777180622,181.0,-0.0425,168,181,973635,973704,540,69,70,66181,110,135,1354,1,0,70,0.2482,0.39799999999999996,0.1884,0.0096,0.1884,0.9857,1.0,2.7324,1.1139,1.8389,0.8116,-0.0425,0.9814,6
220,600.2901,0.9999,40.01934000000001,15.0,68.10936102265532,4638.8850589144,201.0,-0.1254,168,201,983776,983827,694,60,53,77691,94,127,1354,1,0,70,0.2482,0.5876,0.6471,0.0244,0.55,0.9623,1.0,2.8414,1.5185,1.7076,0.3529,-0.1254,0.9999,6
221,584.3864,0.9231,38.959093333333335,15.0,64.36751527370998,4143.177022511289,167.0,-0.0115,157,167,1009876,1009888,67,15,13,8477,113,140,1352,1,0,70,0.2323,0.4417,0.8333,0.0074,0.6667,0.9231,1.0,1.8261,1.0,1.0792,0.1667,-0.0115,0.2288,6
222,612.197,1.0,40.81313333333333,15.0,71.66356001924238,5135.665834631556,214.0,-0.2654,189,214,1025376,1025473,1348,98,100,126759,81,118,1356,1,0,70,0.2788,0.4441,0.2577,0.0184,0.2551,0.97,1.0,3.1297,1.3979,1.9868,0.7423,-0.2654,1.0,6
223,349.74170000000004,0.8756,23.316113333333337,15.0,38.742463994173406,1500.9785163398226,116.0,-0.213,61,78,1036126,1036161,265,47,40,26694,86,116,1356,1,0,70,0.09,0.5546,0.4857,0.0125,0.3617,0.875,1.0,2.4232,1.2305,1.5441,0.5143,-0.213,0.8756,6
224,631.6586000000001,0.875,42.11057333333334,15.0,70.48030323250572,4967.473143745957,193.0,-0.1765,176,193,1048818,1048832,138,30,16,17295,114,141,1356,1,0,70,0.2596,0.4202,0.8235,0.0125,0.5667,0.875,0.0,2.1399,1.2305,1.1461,-0.1765,-0.0209,0.3945,6
225,537.2167,1.0,35.81444666666666,15.0,58.98842891653545,3479.6347460411557,154.0,-0.0968,141,154,1060291,1060313,109,25,22,12602,102,132,1356,1,0,70,0.20800000000000002,0.6189,0.5909,0.0096,0.52,1.0,1.0,2.0374,1.1139,1.3424,0.4091,-0.0968,0.4729,6
226,575.2099,0.8451,38.34732666666666,15.0,64.98214813124669,4222.679575751288,179.0,-0.1525,172,179,1072228,1072248,74,19,20,8027,98,119,1354,1,0,70,0.2541,0.4714,0.35,0.0052,0.3684,1.0,1.0,1.8692,0.8451,1.301,0.65,-0.1525,0.2532,6
227,1241.8987000000002,1.0,82.79324666666668,15.0,167.9023158172349,28191.18765679049,534.0,-0.0538,460,534,1082731,1082953,7579,591,431,917886,95,141,1356,1,0,70,0.6785,0.5386,0.3333,0.0546,0.1252,0.5151,1.0,3.8796,1.8692,2.3463,0.6667,-0.0538,1.0,6
228,514.7659,1.0,34.317726666666665,15.0,56.915149874076775,3239.334285188622,156.0,-0.2105,137,156,1093477,1093492,184,31,15,19460,96,118,1354,1,0,70,0.2024,0.3544,0.7895,0.013999999999999999,0.6129,1.0,0.0,2.2648,1.2787,1.1761,-0.2105,-0.1737,0.4713,6
229,200.1321,0.7933,13.34214,15.0,25.950634936401848,673.4354536024001,94.0,-0.3908,14,32,1105359,1105387,252,55,36,19650,52,94,1356,1,0,70,0.0206,0.5,0.6429,0.0133,0.3273,0.7778,1.0,2.4014,1.2553,1.4472,0.3571,-0.3908,0.7933,6
230,663.6354000000001,1.0,44.242360000000005,15.0,77.39738340443472,5990.354957853067,222.0,-0.1408,212,222,1116878,1116892,62,14,14,6819,98,124,1354,1,0,70,0.3131,0.5571,0.7143,0.0074,0.7143,1.0,1.0,1.7924,1.0,1.1461,0.2857,-0.1408,0.2532,6
231,473.19370000000004,0.875,31.54624666666667,15.0,51.63007015066404,2665.66414376249,127.0,-0.4615,114,127,1127920,1127927,60,14,8,6685,102,124,1354,1,0,70,0.1684,0.3407,0.5385,0.0096,0.9286,0.875,0.0,1.7781,1.1139,0.8451,-0.4615,-0.1296,0.1965,6
232,736.8892,1.0,49.125946666666664,15.0,87.13391560063445,7592.319247898488,252.0,-0.0791,242,252,1137747,1137757,55,20,14,6483,109,127,1354,1,0,70,0.3575,0.45,1.0,0.0074,0.5,0.7143,0.5,1.7404,1.0,1.0,0.0,-0.0791,0.2061,6
233,235.4677,0.76,15.697846666666667,15.0,26.729829913360007,714.4838071971554,85.0,-0.5178,38,63,1148345,1148364,241,45,35,14875,42,85,1356,1,0,70,0.055999999999999994,0.4926,0.76,0.0184,0.5556,0.5429,0.0,2.3819999999999997,1.3979,1.2787,-0.24,-0.5178,0.7598,6
234,459.1394,0.8451,30.609293333333333,15.0,50.054829739669366,2505.4859802672886,124.0,-0.4615,107,120,1159125,1159132,54,18,7,6135,102,124,1354,1,0,70,0.1581,0.4066,0.5385,0.0096,0.7222,1.0,0.0,1.7324,1.1139,0.8451,-0.4615,-0.1124,0.1965,6
235,504.782,0.9031,33.65213333333333,15.0,54.91414594230606,3015.563424572889,140.0,-0.0298,119,127,1172603,1172632,128,22,30,15896,111,140,1356,1,0,70,0.1755,0.4483,0.2759,0.0059,0.3636,0.9667,1.0,2.1072,0.9031,1.4624,0.7241,-0.0298,0.385,6
236,2862.2722999999996,0.7782,190.8181533333333,15.0,453.344110816167,205520.8828117011,1347.0,-0.3108,1341,1347,1184511,1184525,51,17,14,4499,51,117,1358,1,0,70,0.0162,0.3929,0.4286,0.0044,0.3529,1.0,1.0,1.7076,0.7782,1.1461,0.5714,-0.3108,0.1892,6
237,353.7816,0.8451,23.585440000000002,15.0,38.69042109967789,1496.9486848704,109.0,-0.2706,75,82,1196901,1196915,61,12,14,5695,81,109,1354,1,0,70,0.1108,0.3776,0.5,0.0052,0.5833,1.0,1.0,1.7853,0.8451,1.1461,0.5,-0.2706,0.204,6
238,644.7312,0.9997,42.982079999999996,15.0,74.36184619033428,5529.684168834933,218.0,-0.154,195,218,1211728,1211795,780,106,83,84461,96,126,1356,1,0,70,0.2876,0.4938,0.3433,0.017,0.217,0.8072,1.0,2.8921,1.3617,1.8261,0.6567,-0.154,0.9997,6
239,1203.9238000000003,0.9685,80.26158666666669,15.0,159.9857909559257,25595.453307793152,486.0,-0.0508,462,486,1226170,1226204,493,56,38,59901,105,141,1354,1,0,70,0.6824,0.3958,0.7059,0.0177,0.4286,0.8947,1.0,2.6929,1.3802,1.5315,0.2941,-0.0508,0.9685,6
240,1432.8738999999998,0.9167,95.52492666666666,15.0,203.88500750126929,41569.09628379263,612.0,-0.1879,603,612,1266537,1266548,65,10,12,6757,95,115,1358,1,0,70,0.8881,0.3434,0.8182,0.0066,0.9,0.9167,1.0,1.8129,0.9542,1.0414,0.1818,-0.1879,0.2051,6
241,673.0500000000001,0.9048,44.870000000000005,15.0,79.80769062232872,6369.267482469335,234.0,-0.1646,220,234,1285730,1285749,138,28,21,14757,93,118,1358,1,0,70,0.324,0.4812,0.7368,0.0103,0.5,0.9048,1.0,2.1399,1.1461,1.2787,0.2632,-0.1646,0.4399,6
242,677.4384999999999,0.8125,45.162566666666656,15.0,81.27731006838802,6606.001131952889,241.0,-0.2127,225,241,1301932,1301945,85,23,16,8566,93,111,1358,1,0,70,0.3314,0.5914,0.8125,0.0118,0.6956,0.8125,0.0,1.9294,1.2041,1.1139,-0.1875,-0.2127,0.3479,6
243,160.1767,0.7782,10.678446666666668,15.0,19.864511717293457,394.598825766489,71.0,-0.5902,18,24,1312116,1312132,59,15,16,3095,41,71,1356,1,0,70,0.0266,0.3854,0.375,0.0044,0.4,1.0,1.0,1.7708,0.7782,1.2041,0.625,-0.5902,0.2018,6
244,839.8801000000001,0.9655,55.992006666666676,15.0,103.51357015527618,10715.059206291286,308.0,-0.09699999999999999,294,308,1323717,1323745,222,25,29,25660,104,125,1358,1,0,70,0.433,0.4337,0.5,0.0103,0.56,0.9655,1.0,2.3463,1.1461,1.4472,0.5,-0.09699999999999999,0.6453,6
245,409.1736,0.8,27.27824,15.0,45.16424656921741,2039.8091681650667,126.0,-0.5,79,95,1335585,1335593,73,20,11,8327,103,126,1356,1,0,70,0.1165,0.4297,0.5,0.0118,0.8,0.7273,0.0,1.8633,1.2041,0.9031,-0.5,-0.1088,0.2384,6
246,1219.4204,0.9747,81.29469333333333,15.0,166.56518686440438,27743.961475173954,512.0,-0.2647,478,512,1346996,1347021,286,54,33,30518,95,125,1356,1,0,70,0.705,0.6635,0.7353,0.0251,0.6296,0.7576,0.0,2.4564,1.5315,1.3979,-0.2647,-0.1664,0.9747,6
247,351.80160000000006,1.0,23.453440000000004,15.0,38.91113899285226,1514.0767377210673,118.0,-0.2253,65,80,1359784,1359820,390,30,36,38672,80,118,1358,1,0,70,0.0957,0.2778,0.4167,0.011000000000000001,0.5,1.0,1.0,2.5911,1.1761,1.5563,0.5833,-0.2253,0.8299,6
248,554.1428999999998,1.0,36.94285999999999,15.0,62.76044337488171,3938.8732526117333,176.0,-0.1923,165,176,1373431,1373442,52,17,13,5376,95,111,1358,1,0,70,0.243,0.5702,1.0,0.0081,0.6471,0.8461,0.5,1.716,1.0414,1.0414,0.0,-0.1923,0.23,6
249,490.26619999999997,1.0,32.68441333333333,15.0,54.292717258565055,2947.699147318488,146.0,-0.2241,135,146,1385900,1385914,98,23,14,9733,89,113,1360,1,0,70,0.1985,0.3636,0.7857,0.0081,0.4783,1.0,1.0,1.9912,1.0414,1.1461,0.2143,-0.2241,0.2712,6
250,414.13400000000007,0.9167,27.608933333333336,15.0,45.31022861339614,2053.016816998222,124.0,-0.1247,85,96,1398904,1398914,61,12,11,6834,102,124,1358,1,0,70,0.1252,0.4455,0.9091,0.0081,0.9167,0.9091,0.0,1.7853,1.0414,1.0,-0.0909,-0.1247,0.2173,6
251,928.5941999999999,0.875,61.906279999999995,15.0,122.1336782339646,14916.635358957597,367.0,-0.2308,356,367,1411801,1411815,75,19,16,7384,89,109,1358,1,0,70,0.5243,0.513,0.7857,0.0081,0.5789,0.875,1.0,1.8751,1.0414,1.1461,0.2143,-0.2308,0.2712,6
252,319.666,0.9998,21.311066666666665,15.0,36.20682509046541,1310.9341831315555,117.0,-0.29600000000000004,49,71,1427809,1427883,705,76,76,63525,73,117,1358,1,0,70,0.0722,0.5670000000000001,0.2973,0.0162,0.2895,0.9737,1.0,2.8482,1.3424,1.8692,0.7027,-0.29600000000000004,0.9998,6
253,1236.3702,0.8123,82.42468000000001,15.0,167.8241584634314,28164.94816395893,513.0,-0.3793,484,513,1457758,1457776,196,52,35,22534,104,127,1360,1,0,70,0.7118,0.6245,0.6207,0.0213,0.5577,0.5143,0.0,2.2923,1.4624,1.2553,-0.3793,-0.1018,0.8123,6
254,461.1549,0.9167,30.74366,15.0,50.116139711458224,2511.6274595784,124.0,-0.1191,108,120,1471277,1471288,64,16,13,7216,102,124,1356,1,0,70,0.1593,0.5152,0.9167,0.0088,0.75,0.8461,0.0,1.8062,1.0792,1.0414,-0.0833,-0.1191,0.2432,6
255,942.2866999999999,0.88,62.81911333333333,15.0,123.00522427088949,15130.285197931818,370.0,-0.2076,357,370,1483879,1483901,130,26,25,13185,90,117,1358,1,0,70,0.5258,0.5454,0.5909,0.0096,0.5,0.88,1.0,2.1139,1.1139,1.3424,0.4091,-0.2076,0.4729,6
256,591.4382,0.9546,39.42921333333334,15.0,66.3737731731931,4405.477765246487,186.0,-0.1111,169,186,1495862,1495883,215,36,22,24463,103,125,1356,1,0,70,0.2493,0.3978,0.8095,0.0125,0.4722,0.9546,1.0,2.3324,1.2305,1.3222,0.1905,-0.1111,0.5903,6
257,300.9893,1.0,20.065953333333333,15.0,36.11444245993315,1304.2529541918223,116.0,-0.17600000000000002,37,48,1508012,1508040,178,25,28,18774,92,116,1356,1,0,70,0.0546,0.4221,0.3929,0.0081,0.44,1.0,1.0,2.2504,1.0414,1.4472,0.6071,-0.17600000000000002,0.5096,6
258,465.92249999999996,1.0,31.0615,15.0,50.65289544480816,2565.715816942667,126.0,-0.1594,116,126,1536604,1536631,155,24,27,16678,96,120,1356,1,0,70,0.1711,0.4259,0.3704,0.0074,0.4167,1.0,1.0,2.1903,1.0,1.4314,0.6296,-0.1594,0.4465,6
259,159.3065,0.9891,10.620433333333333,15.0,23.197087859547274,538.1048851635555,84.0,-0.455,0,17,1549800,1549891,1030,72,92,71852,49,84,1354,1,0,70,0.0,0.3342,0.1868,0.0126,0.2361,0.9891,1.0,3.0128,1.2305,1.959,0.8132,-0.455,0.9998,6
260,1901.4408,0.9546,126.76272,15.0,279.9664399087462,78381.20747517762,844.0,-0.1325,824,844,1564536,1564557,140,27,22,15545,99,125,1356,1,0,70,0.7552,0.6667,0.9524,0.0148,0.7407,0.9546,1.0,2.1461,1.301,1.3222,0.0476,-0.1325,0.6868,6
261,342.23299999999995,1.0,22.81553333333333,15.0,38.40540967108092,1474.9754920035555,118.0,-0.2935,53,91,1578055,1578129,1470,84,82,132939,70,118,1356,1,0,70,0.0782,0.4772,0.5135,0.027999999999999997,0.4524,0.9024,1.0,3.1673,1.5798,1.8692,0.4865,-0.2935,1.0,6
262,736.2144000000001,0.8571,49.080960000000005,15.0,88.76297249018347,7878.865285293067,262.0,-0.1429,248,262,1589431,1589443,69,20,19,7588,100,119,1356,1,0,70,0.3658,0.5893,0.8571,0.0103,0.7,0.6316,0.0,1.8389,1.1461,1.0792,-0.1429,-0.1408,0.2901,6
263,496.498,0.95,33.099866666666664,15.0,54.10327819954064,2927.1647119368895,143.0,-0.05,104,124,1602180,1602199,231,31,23,29896,117,143,1356,1,0,70,0.1534,0.3921,0.95,0.0148,0.6452,0.8261,0.0,2.3636,1.301,1.2787,-0.05,0.0111,0.6268,6
264,491.66679999999997,1.0,32.777786666666664,15.0,53.398257714734065,2851.3739269691564,136.0,-0.0944,115,136,1622697,1622718,169,33,28,19591,105,127,1356,1,0,70,0.1696,0.6168,1.0,0.0155,0.6364,0.75,0.5,2.2279,1.3222,1.3222,0.0,-0.0944,0.7161,6
265,299.2126,0.9884,19.947506666666666,15.0,36.25078261638805,1314.119240300622,118.0,-0.1883,31,50,1647143,1647194,445,72,55,46236,91,118,1354,1,0,70,0.0458,0.5408,0.3726,0.013999999999999999,0.2639,0.9273,1.0,2.6484,1.2787,1.7076,0.6274,-0.1883,0.9884,6
266,689.4867,0.8182,45.96578,15.0,80.92441139228796,6548.760359188267,236.0,-0.1199,221,236,1658742,1658769,245,37,33,27599,100,124,1354,1,0,70,0.3264,0.3951,0.5556,0.0111,0.4054,0.8182,1.0,2.3892,1.1761,1.4314,0.4444,-0.1199,0.6648,6
267,654.6726,0.9231,43.64484,15.0,74.33576537825114,5525.8060143704015,209.0,-0.1429,195,209,1671098,1671110,99,16,13,12056,111,132,1358,1,0,70,0.2872,0.4107,0.8571,0.0103,0.875,0.9231,0.0,1.9956,1.1461,1.0792,-0.1429,-0.0486,0.2901,6
268,533.2751000000001,0.9412,35.55167333333334,15.0,58.67122812085968,3442.3130092099555,153.0,-0.127,144,153,1686794,1686810,55,19,17,6146,104,125,1358,1,0,70,0.2121,0.6181,0.5625,0.0066,0.4737,0.9412,1.0,1.7404,0.9542,1.2041,0.4375,-0.127,0.2583,6
269,1218.8869999999997,1.0,81.25913333333331,15.0,163.89814151189418,26862.60079105289,521.0,-0.375,449,521,1699784,1699829,873,174,100,103898,106,133,1358,1,0,70,0.6613,0.7306,0.625,0.053,0.4138,0.45,0.0,2.9410000000000003,1.8573,1.6532,-0.375,-0.0702,1.0,6
270,355.0995,0.9231,23.673299999999998,15.0,40.93189784835294,1675.4202614680003,126.0,-0.1106,55,65,1713172,1713184,64,16,13,7286,102,126,1356,1,0,70,0.0811,0.4667,0.8333,0.0074,0.625,0.9231,1.0,1.8062,1.0,1.0792,0.1667,-0.1106,0.2288,6
271,516.7927,0.9091,34.452846666666666,15.0,57.327563128450606,3286.4494942464894,155.0,-0.2308,142,155,1723382,1723392,60,20,11,6260,96,117,1360,1,0,70,0.2088,0.5385,0.7692,0.0096,0.65,0.9091,0.0,1.7781,1.1139,1.0,-0.2308,-0.1849,0.2408,6
272,345.7927,0.8387,23.052846666666667,15.0,39.82384980073903,1585.9390129518222,125.0,-0.5769,49,75,1736811,1736822,120,31,18,12834,90,125,1356,1,0,70,0.0723,0.5804,0.4231,0.0192,0.8387,0.6111,0.0,2.0792,1.415,1.0414,-0.5769,-0.1645,0.4729,6
273,938.8785999999999,1.0,62.59190666666666,15.0,116.64225676137252,13605.416062385955,357.0,-0.0397,322,357,1747625,1747660,314,84,50,38597,110,140,1356,1,0,70,0.4749,0.7437,1.0,0.0258,0.4167,0.7,0.5,2.4969,1.5441,1.5441,0.0,-0.0397,0.9979,6
274,685.4886,1.0,45.69924,15.0,78.70881227654922,6195.077129985066,224.0,-0.2143,210,224,1761692,1761703,61,17,11,7309,112,132,1356,1,0,70,0.3097,0.6039,0.7857,0.0103,0.8235,1.0,0.0,1.7853,1.1461,1.0414,-0.2143,-0.0639,0.2712,6
275,316.0262,0.6453,21.068413333333336,15.0,39.35960082902039,1549.1781774198223,135.0,-0.5,30,58,1772722,1772736,253,50,26,28728,86,135,1356,1,0,70,0.0443,0.3546,0.5,0.0206,0.56,0.5385,0.0,2.4031,1.4472,1.1461,-0.5,-0.1129,0.6453,6
276,412.73810000000003,0.9848,27.515873333333335,15.0,45.20868877158412,2043.825540445956,120.0,-0.2362,88,120,1785901,1785930,509,73,60,49765,80,116,1358,1,0,70,0.1296,0.4515,0.9063,0.0236,0.4384,0.4833,0.0,2.7067,1.5051,1.4624,-0.0938,-0.2362,0.9848,6
277,304.72020000000003,0.9524,20.314680000000003,15.0,35.70312896185617,1274.713417666933,116.0,-0.2356,42,55,1798152,1798172,170,25,21,16633,84,116,1356,1,0,70,0.0619,0.3462,0.65,0.0096,0.52,0.9524,1.0,2.2304,1.1139,1.301,0.35,-0.2356,0.43,6
278,347.71590000000003,0.7782,23.181060000000002,15.0,39.45781800113128,1556.9194014103996,117.0,-0.7273,54,76,1810277,1810283,78,22,10,8246,95,117,1356,1,0,70,0.0796,0.4091,0.2727,0.0162,1.0,0.6,0.0,1.8921,1.3424,0.7782,-0.7273,-0.1741,0.2432,6
279,259.97599999999994,1.0,17.33173333333333,15.0,32.167555349962306,1034.7516171928887,109.0,-0.3039,29,39,1821904,1821917,77,17,13,6861,76,109,1356,1,0,70,0.0428,0.4077,0.7692,0.0074,0.5882,1.0,1.0,1.8865,1.0,1.1139,0.2308,-0.3039,0.2408,6
280,624.3986999999998,0.9167,41.62657999999999,15.0,69.44835289787848,4823.073720228266,188.0,-0.2667,173,188,1835338,1835349,83,18,12,10702,116,140,1356,1,0,70,0.2552,0.49700000000000005,0.7333,0.0111,0.8333,0.9167,0.0,1.9191,1.1761,1.0414,-0.2667,0.0073,0.28600000000000003,6
281,396.744,0.9,26.4496,15.0,43.35272967139824,1879.4591699613331,118.0,-0.1688,83,93,1846280,1846289,61,12,10,6490,96,118,1356,1,0,70,0.1224,0.3222,0.9,0.0074,0.8333,0.9,0.0,1.7853,1.0,0.9542,-0.1,-0.1688,0.1954,6
282,175.8972,1.0,11.72648,15.0,22.65806846722818,513.3880666656,84.0,-0.5185,17,27,1859616,1859633,80,23,17,4931,41,84,1356,1,0,70,0.0251,0.5294,0.5882,0.0074,0.4348,1.0,1.0,1.9031,1.0,1.2305,0.4118,-0.5185,0.2928,6
283,436.0645,1.0,29.070966666666667,15.0,47.452340946998845,2251.724661350223,124.0,-0.1504,98,108,1889430,1889440,51,15,10,5546,99,124,1356,1,0,70,0.1445,0.49,1.0,0.0074,0.6667,1.0,0.5,1.7076,1.0,1.0,0.0,-0.1504,0.2061,6
284,640.8099,0.7143,42.720659999999995,15.0,72.59885422336268,5270.5936345450655,205.0,-0.7619,184,205,1901970,1901975,58,22,7,7050,111,135,1356,1,0,70,0.2714,0.4476,0.2381,0.0155,0.9546,0.7143,0.0,1.7634,1.3222,0.6990000000000001,-0.7619,-0.0504,0.2116,6
285,494.39329999999995,1.0,32.95955333333333,15.0,53.71402041417574,2885.1959890544886,133.0,-0.0418,116,126,1913635,1913646,58,13,11,7114,112,133,1356,1,0,70,0.1711,0.4727,0.9091,0.0074,0.7692,1.0,1.0,1.7634,1.0,1.0414,0.0909,-0.0418,0.2173,6
286,637.0199999999999,0.6842,42.46799999999999,15.0,71.30868493927885,5084.928547769334,197.0,-0.3158,178,197,1924923,1924936,130,38,25,16308,115,140,1356,1,0,70,0.2625,0.4737,0.6842,0.013999999999999999,0.5,0.52,0.0,2.1139,1.2787,1.1139,-0.3158,-0.02,0.4089,6
287,302.9574,0.8571,20.19716,15.0,35.33468119712417,1248.5396953024,110.0,-0.2223,41,56,1939590,1939602,117,22,14,11647,89,110,1356,1,0,70,0.0605,0.35,0.8,0.0111,0.6818,0.8571,0.0,2.0682,1.1761,1.0792,-0.2,-0.2223,0.3068,6
288,393.07509999999996,0.9773,26.205006666666666,15.0,42.70946901446979,1824.0987434979552,118.0,-0.18899999999999997,82,98,1951256,1951299,490,38,44,50867,86,118,1354,1,0,70,0.1211,0.2878,0.3721,0.0118,0.4211,0.9773,1.0,2.6902,1.2041,1.6335,0.6279,-0.18899999999999997,0.929,6
289,382.88230000000004,0.9091,25.52548666666667,15.0,42.13743443991921,1775.5633811784894,124.0,-0.21899999999999997,73,92,1964561,1964591,318,36,33,31789,85,124,1354,1,0,70,0.1078,0.4421,0.6333,0.013999999999999999,0.5278,0.9091,1.0,2.5024,1.2787,1.4771,0.3667,-0.21899999999999997,0.8563,6
290,272.1647,0.875,18.144313333333333,15.0,35.35212465032083,1249.772717291822,119.0,-0.218,20,37,1978821,1978842,185,29,24,18517,88,119,1354,1,0,70,0.0295,0.4818,0.8095,0.0126,0.5862,0.875,1.0,2.2672,1.2305,1.3222,0.1905,-0.218,0.5903,6
